username,sentiment_score,dominant_sentiment
janessa_gornichec,49.71,Neutral 😐
dustensliftlife,48.37,Neutral 😐
kassy_opeia,54.17,Neutral 😐
jamiehrice,53.57,Neutral 😐
fashiontuna,49.83,Neutral 😐
hellotootsie,47.83,Neutral 😐
islamabadtimes,0.0,Neutral 😐
hero.virat,50.0,Neutral 😐
laizahill,50.36,Neutral 😐
itsmeladyg,50.25,Neutral 😐
iamahoneybee,49.88,Neutral 😐
jennyg2bfit,49.89,Neutral 😐
inaivashova,50.0,Neutral 😐
itsvanbeauty,49.78,Neutral 😐
emkooyman,50.05,Neutral 😐
life_as_aly,50.0,Neutral 😐
fivekidsplustwins,49.54,Neutral 😐
joinmediaco,60.0,Neutral 😐
lastyearsgirl_,47.89,Neutral 😐
insophiesmindxo,50.85,Neutral 😐
jv.vallejos,50.85,Neutral 😐
kysjab,50.55,Neutral 😐
kennedycowan,49.42,Neutral 😐
kirsty_clinch,49.2,Neutral 😐
hpluxe,51.52,Neutral 😐
grumpyshoneybunch,50.0,Neutral 😐
joneofthewonders,50.37,Neutral 😐
jamieandniks,50.82,Neutral 😐
liamwillhelm,48.15,Neutral 😐
hephee,50.0,Neutral 😐
katietattoos,49.07,Neutral 😐
heidichic,50.44,Neutral 😐
katiecboulter,50.14,Neutral 😐
johnstoffer,51.33,Neutral 😐
katymousewood,49.65,Neutral 😐
jorybrodkin,52.46,Neutral 😐
heandsheeatclean,50.87,Neutral 😐
jerrieallumar,50.13,Neutral 😐
itsmelissaaraiza,49.45,Neutral 😐
katyebh,49.15,Neutral 😐
its.mj.ok,50.0,Neutral 😐
jcs.20,49.89,Neutral 😐
leo.mainecoon,50.71,Neutral 😐
jan.hermanns,52.17,Neutral 😐
juliamichellegreen,49.52,Neutral 😐
isaaclikes_,49.83,Neutral 😐
lilaloa_cookies,51.21,Neutral 😐
fancycorrectitude,49.91,Neutral 😐
iamalexisbranch,51.34,Neutral 😐
katiegarces,50.55,Neutral 😐
kantyphotographers,49.91,Neutral 😐
justinavanessa,49.46,Neutral 😐
ilclubdeilettorisolitari,50.27,Neutral 😐
lenadorable_,49.88,Neutral 😐
iam_davyjones,50.77,Neutral 😐
janine_heini,50.0,Neutral 😐
kristintiffiny,49.52,Neutral 😐
jessicalea17,0.0,Neutral 😐
j.whynot,51.03,Neutral 😐
kemikulz,50.07,Neutral 😐
ellekuppe,50.29,Neutral 😐
isabelladerrickk,49.56,Neutral 😐
lammaigal,50.12,Neutral 😐
lecoindelodie,51.03,Neutral 😐
horvattamara,49.81,Neutral 😐
iamnikkifree,50.0,Neutral 😐
lanascatorchia,50.0,Neutral 😐
h2mcom,50.0,Neutral 😐
kerryvillers,50.59,Neutral 😐
kerispilatesroom,50.3,Neutral 😐
las.pruebas.de.laura,49.83,Neutral 😐
glamourattic,44.44,Neutral 😐
jasondchen,51.27,Neutral 😐
katiusciaromano,50.0,Neutral 😐
lacerti,49.57,Neutral 😐
le_lasseur,49.08,Neutral 😐
karina_waldron,49.69,Neutral 😐
katebeirness,50.33,Neutral 😐
jackjerry,49.21,Neutral 😐
lexzpryde,48.16,Neutral 😐
ivaapple4,50.83,Neutral 😐
katelynmasek,49.26,Neutral 😐
hardeedesign,49.64,Neutral 😐
jamiespafford,52.63,Neutral 😐
frenchysjaxbeachdayspa,62.5,Positive 😄
kathywakile,49.57,Neutral 😐
laesk.dk,0.0,Neutral 😐
jessicakgl,50.25,Neutral 😐
junesse_,49.73,Neutral 😐
hersey.kiss,50.12,Neutral 😐
lee_uh_rug,50.0,Neutral 😐
ishootwhatever,49.51,Neutral 😐
laurasophiedue,50.0,Neutral 😐
itsryanleech,49.17,Neutral 😐
hkcung,49.96,Neutral 😐
klassicallykaytee,49.94,Neutral 😐
gabevisuals,48.39,Neutral 😐
karleezysway,48.35,Neutral 😐
josephbeavers,50.99,Neutral 😐
juralicious,50.0,Neutral 😐
francyna_senza_fiato,0.0,Neutral 😐
isaqueathaydess,49.16,Neutral 😐
jasonstorer_sw,50.31,Neutral 😐
jesuisbonne_,50.51,Neutral 😐
jennifercallahan,49.51,Neutral 😐
jennyphall,50.08,Neutral 😐
goldieaf,48.7,Neutral 😐
houseaddictive,49.51,Neutral 😐
lennesimoblog,50.16,Neutral 😐
islandvibess,50.0,Neutral 😐
_jessicaskye,50.31,Neutral 😐
fromheadtocurve,49.6,Neutral 😐
eaudouce,48.74,Neutral 😐
jefaoblack,49.28,Neutral 😐
jamienichollsuk,49.44,Neutral 😐
kalekouture,49.65,Neutral 😐
juliaverbij,49.46,Neutral 😐
habesha_hottie,52.14,Neutral 😐
lakersalldayeveryday,49.51,Neutral 😐
kimonmaritz,50.0,Neutral 😐
leilasamonte,43.33,Neutral 😐
kathryynn,49.46,Neutral 😐
inthekitchenwithkate,51.15,Neutral 😐
jamietyj,50.56,Neutral 😐
jonathanbertin,50.16,Neutral 😐
juicefanatics,49.41,Neutral 😐
lilia_rt,49.65,Neutral 😐
jpep20,49.49,Neutral 😐
jessicarappyoga,50.41,Neutral 😐
kardashianjenneruniverse_,50.83,Neutral 😐
ignaziomoser,50.11,Neutral 😐
itsbethanynixon,47.06,Neutral 😐
libbysisson,49.34,Neutral 😐
jessicagfisher,48.61,Neutral 😐
jennymilkowski,50.87,Neutral 😐
leonie_gerner,50.0,Neutral 😐
hitoxs_haitam,49.78,Neutral 😐
jaynicxoxo,49.79,Neutral 😐
itwe4kz,50.0,Neutral 😐
laurasfitloves,49.89,Neutral 😐
landstorm1,50.36,Neutral 😐
leahunger94,50.37,Neutral 😐
hipinpk,53.57,Neutral 😐
katerezkova,50.0,Neutral 😐
juliavalencia_,50.0,Neutral 😐
itslenatime,51.23,Neutral 😐
gracieparish,50.22,Neutral 😐
hindazzine,51.02,Neutral 😐
jaanagoeslightly,51.15,Neutral 😐
lauries_little_ones,50.0,Neutral 😐
heelsncrumbs,50.01,Neutral 😐
dressastyle,50.16,Neutral 😐
ellinoramanda,49.64,Neutral 😐
fcagolf,0.0,Neutral 😐
khloeklove,49.81,Neutral 😐
jenniferxclark,51.85,Neutral 😐
janveselypiano,51.14,Neutral 😐
mycouponexpert,51.61,Neutral 😐
iamfannysanchez,50.45,Neutral 😐
eilishmccolgan,50.0,Neutral 😐
jan.bra,50.76,Neutral 😐
isabloguk,50.0,Neutral 😐
kjerstihalland,50.63,Neutral 😐
heyhajira,49.2,Neutral 😐
l0urdesaguilar,50.7,Neutral 😐
laurenslovelykitchen,49.97,Neutral 😐
julia.tric,50.02,Neutral 😐
forfoodsakelondon,49.39,Neutral 😐
helloarantxa,50.44,Neutral 😐
lady_end,50.74,Neutral 😐
justmissash,0.0,Negative 😔
juliehocke,49.67,Neutral 😐
kind_of_mine,49.36,Neutral 😐
leonardoolavarrieta,50.0,Neutral 😐
jasmin.omini,51.08,Neutral 😐
hi_i_am_steph,50.11,Neutral 😐
kierraaburns,49.86,Neutral 😐
karinabrunning,0.0,Neutral 😐
kirstenrohanna,49.28,Neutral 😐
hajra_aaa,50.65,Neutral 😐
jnsilva,49.44,Neutral 😐
jasiko87,50.38,Neutral 😐
kameelyen,49.23,Neutral 😐
serlinahohmann,51.66,Neutral 😐
honestlyextra,49.38,Neutral 😐
kyleguymonpottery,50.0,Neutral 😐
kurtissmeaton,49.18,Neutral 😐
ilariacorticelli,50.0,Neutral 😐
laurinspire,50.03,Neutral 😐
presidentkennedy,51.17,Neutral 😐
jxnkhead,49.47,Neutral 😐
katiefromboston,49.69,Neutral 😐
jessicabtva,49.77,Neutral 😐
kadudantas,50.48,Neutral 😐
jodyshield,49.66,Neutral 😐
guilhermecapelo,48.46,Neutral 😐
kassidylynne14,50.67,Neutral 😐
lalasreccs,51.2,Neutral 😐
landon_deru,47.13,Neutral 😐
iamloganjustine,49.37,Neutral 😐
lia_urioste,47.17,Neutral 😐
jjaninak,51.14,Neutral 😐
lifeeoflo,49.73,Neutral 😐
jumbotsang,48.82,Neutral 😐
justdestinymag,49.92,Neutral 😐
jesikamarcano,45.59,Neutral 😐
jastinadoreenofficial,48.29,Neutral 😐
jenniferjhughes,50.18,Neutral 😐
gymopath,50.7,Neutral 😐
isabellereis.oficial,50.58,Neutral 😐
lafilleagateaux,50.25,Neutral 😐
hollywooddub,50.83,Neutral 😐
helloaandj,50.0,Neutral 😐
jacintahallinan,47.83,Neutral 😐
kristineverheyden,50.28,Neutral 😐
jamieb_21,50.0,Neutral 😐
joanna_hillxx,50.03,Neutral 😐
laurenworeit,48.67,Neutral 😐
kearalei,50.61,Neutral 😐
keke,49.79,Neutral 😐
kim_oreo,49.92,Neutral 😐
life.without.meat,50.22,Neutral 😐
estrellasdetelevisa,0.0,Neutral 😐
jennepher_,50.0,Neutral 😐
kisha.ic,51.58,Neutral 😐
flcamera,46.15,Neutral 😐
jillianelaine,50.71,Neutral 😐
jacobhkhan,50.69,Neutral 😐
joatnumber26,50.37,Neutral 😐
jessiesjourney_sw,50.47,Neutral 😐
lifestylegemz,50.0,Neutral 😐
katnizzi,50.55,Neutral 😐
lastsuspect,50.53,Neutral 😐
finnbodey,50.69,Neutral 😐
karolinekato,50.36,Neutral 😐
ju_romano,49.45,Neutral 😐
ladydiviniti,50.0,Neutral 😐
juliawahlberg,41.67,Neutral 😐
jakenicholas,49.94,Neutral 😐
iammelody.mp,49.09,Neutral 😐
juliamoreuda,49.12,Neutral 😐
peplumnbubblegum,49.93,Neutral 😐
hot1079atl,51.31,Neutral 😐
katy,50.17,Neutral 😐
drankmills,50.0,Neutral 😐
jgawreletz,51.35,Neutral 😐
karlycakesss,49.39,Neutral 😐
karinerobidas,49.62,Neutral 😐
hellotyania,50.0,Neutral 😐
itstaylorpaige,49.53,Neutral 😐
kristicastlin,49.5,Neutral 😐
lancejohnson_,49.88,Neutral 😐
kenniekings,50.0,Neutral 😐
jenniferwestofficial,49.67,Neutral 😐
iingibjorgeyfjord,49.05,Neutral 😐
jacoemme,48.68,Neutral 😐
jordanne_leigh,49.34,Neutral 😐
kikafrangarcia,50.22,Neutral 😐
greggsulkin,49.4,Neutral 😐
kristina_hepburn,49.69,Neutral 😐
whatcouldbebutter,49.51,Neutral 😐
klerwonder,50.27,Neutral 😐
liberta.h,50.15,Neutral 😐
jalenetaylor,50.0,Neutral 😐
ibizachiccomplements,50.52,Neutral 😐
janisensucre,50.06,Neutral 😐
greatplacesonly,49.2,Neutral 😐
jauncey93,50.13,Neutral 😐
janina.celine,50.21,Neutral 😐
ilmondodiramy_,50.31,Neutral 😐
francescadesomma,50.07,Neutral 😐
jeonsy,47.96,Neutral 😐
lanavanhout,50.41,Neutral 😐
jennacompono,51.22,Neutral 😐
lanre3000,50.0,Neutral 😐
laurenschwec,50.56,Neutral 😐
jolieandgrace,49.9,Neutral 😐
juaninamillion_90,41.67,Neutral 😐
kawaii_as_ari,49.28,Neutral 😐
le_slon,50.0,Neutral 😐
jovotho,50.66,Neutral 😐
leonie.parker,50.81,Neutral 😐
joechapel,50.0,Neutral 😐
ladymaness,49.39,Neutral 😐
jill.jill,41.67,Neutral 😐
laurathehappydesigner,47.08,Neutral 😐
kellyrutherford,50.32,Neutral 😐
jamiekassa,49.83,Neutral 😐
jennyjahaan,50.13,Neutral 😐
laurenwindham,45.0,Neutral 😐
haley_stutzman,49.74,Neutral 😐
lakeitha_duncan,50.91,Neutral 😐
justtnic,49.33,Neutral 😐
lahamag,50.32,Neutral 😐
jellybeantvuk,48.69,Neutral 😐
itsjessicaem,50.0,Neutral 😐
jagerdood,49.28,Neutral 😐
iamrubywoo,50.94,Neutral 😐
inlinewithtima,50.74,Neutral 😐
kaylakane,49.82,Neutral 😐
lagonzi,49.09,Neutral 😐
laulauhiggs,52.41,Neutral 😐
laratolksdorf,50.24,Neutral 😐
emilieiggiotti,51.18,Neutral 😐
jay_oh_lp,49.7,Neutral 😐
enjoylondo,50.54,Neutral 😐
lifeinloubs,50.0,Neutral 😐
kzfigure,51.56,Neutral 😐
kaktusfan99,0.0,Neutral 😐
lifeatcloverhill,51.06,Neutral 😐
keepingupwithcandyblog,49.95,Neutral 😐
leotielovely,49.82,Neutral 😐
keelymbauerly,49.16,Neutral 😐
its_mathilde,50.5,Neutral 😐
gloriett,50.79,Neutral 😐
haveeyeon,50.2,Neutral 😐
hettusp_,50.0,Neutral 😐
life.with.alba,49.97,Neutral 😐
everythingellie,49.56,Neutral 😐
feminism_in_print,48.38,Neutral 😐
jesscolemanmua,50.0,Neutral 😐
kadiradoll,0.0,Neutral 😐
hellopakistan,51.16,Neutral 😐
lichtenstadt,51.47,Neutral 😐
jensyngagne,49.6,Neutral 😐
jojoboisvert,50.92,Neutral 😐
laurenhimle,50.07,Neutral 😐
holycitychic,49.24,Neutral 😐
greatpyrenees.dog,45.0,Neutral 😐
laurenkawano,49.6,Neutral 😐
katsketch,49.79,Neutral 😐
iambenlyons,49.14,Neutral 😐
kleiderei,51.97,Neutral 😐
eli_and_fabi_on_the_road,52.0,Neutral 😐
julia.cruvinel,49.26,Neutral 😐
lafoodiegirl,50.22,Neutral 😐
lookmagazinwien,49.74,Neutral 😐
highinhighschool,49.33,Neutral 😐
jayemills_,50.0,Neutral 😐
jessicalaureen,49.43,Neutral 😐
katelynchantelblog,49.83,Neutral 😐
jennythevoice,50.19,Neutral 😐
jai.journeys,50.66,Neutral 😐
jake_paul_white,50.68,Neutral 😐
iltettodellenuvole,50.4,Neutral 😐
hercampuswfu,0.0,Neutral 😐
kaitlyn_herman,49.34,Neutral 😐
kennycole182,50.0,Neutral 😐
ierickcordova,50.82,Neutral 😐
dunesabuja,50.25,Neutral 😐
kayceericeofficial,50.8,Neutral 😐
leehash86,33.33,Neutral 😐
karlapatriciamakeup,50.03,Neutral 😐
katecrandall,51.36,Neutral 😐
leblanc441,0.0,Neutral 😐
karinduseva,51.07,Neutral 😐
hozannagarcia,50.0,Neutral 😐
josefinemork,51.05,Neutral 😐
heidilavon,48.71,Neutral 😐
heykailymae,49.96,Neutral 😐
itsme.ana,49.82,Neutral 😐
lifeonthephilpside,48.6,Neutral 😐
kateeephillips,50.95,Neutral 😐
itssamcallahan,50.2,Neutral 😐
joannarwagner,50.0,Neutral 😐
jenncdelrio,50.0,Neutral 😐
kjjy84,0.0,Neutral 😐
hispanaglobal,49.47,Neutral 😐
lilisfashion,48.62,Neutral 😐
kaymais,50.98,Neutral 😐
jo.bedford,49.74,Neutral 😐
huesofme,49.22,Neutral 😐
joos_woodworks,50.24,Neutral 😐
herhappyhome,50.49,Neutral 😐
lacooquette,50.0,Neutral 😐
jademackinnon,50.24,Neutral 😐
lesforyoga,49.8,Neutral 😐
kathrynfournet_fitness,47.37,Neutral 😐
leadorablee,49.78,Neutral 😐
ivorymay,50.0,Neutral 😐
envisionclothing.co,50.0,Neutral 😐
kyrasharpei,49.62,Neutral 😐
earthslittletreasures,50.07,Neutral 😐
killyps0,51.11,Neutral 😐
hollyallisonxo,50.0,Neutral 😐
juliasfashionforall,50.0,Neutral 😐
majamuscat,50.0,Neutral 😐
lottie_storey,49.91,Neutral 😐
lunavioleta_x,49.89,Neutral 😐
o0lullaby0o,50.42,Neutral 😐
jacquelinefrancesca,50.0,Neutral 😐
__mschell__,50.0,Neutral 😐
madame_bisous,51.26,Neutral 😐
ohdeardrea,49.89,Neutral 😐
manualdomundo,49.89,Neutral 😐
marco_regalli,50.28,Neutral 😐
lostleblanc,49.65,Neutral 😐
johnettalafond,50.97,Neutral 😐
nicollemontoya,50.13,Neutral 😐
melodyslife,50.26,Neutral 😐
nerdsworth,50.24,Neutral 😐
nancymoeller_,49.35,Neutral 😐
myleik,49.76,Neutral 😐
nicholasdaines,50.76,Neutral 😐
mariatavera,47.9,Neutral 😐
odaulv,50.0,Neutral 😐
michelle.diltz,49.83,Neutral 😐
nina.ali,49.67,Neutral 😐
mallorischwab,49.19,Neutral 😐
lottahelenas,50.84,Neutral 😐
mathilde.bodyfit,50.18,Neutral 😐
monroesteele,49.91,Neutral 😐
marinadove,49.51,Neutral 😐
michaelariaaa,47.92,Neutral 😐
monogramgirl,50.4,Neutral 😐
natureshotsnorway,0.0,Neutral 😐
mrbenbrown,50.19,Neutral 😐
newyork,48.99,Neutral 😐
msjessicastyle,49.79,Neutral 😐
melraesegal,49.98,Neutral 😐
melinaribas,49.82,Neutral 😐
msjordantaylor,48.1,Neutral 😐
michellehelm,49.41,Neutral 😐
itscourtneyallegra,49.86,Neutral 😐
nina.rimaa,49.49,Neutral 😐
mila_jestcafe,49.4,Neutral 😐
mummytravels,50.5,Neutral 😐
looksbylinds,49.15,Neutral 😐
morganburke__,48.64,Neutral 😐
mireiacasamada,48.86,Neutral 😐
mdefined,49.62,Neutral 😐
nailartbyjen,49.61,Neutral 😐
lucasdmln,50.0,Neutral 😐
mikaelamayer,49.65,Neutral 😐
oliviavarley,49.45,Neutral 😐
lovelyluckylife,49.99,Neutral 😐
nicole_pnl,49.71,Neutral 😐
lyanna_mua,50.03,Neutral 😐
makeupartisterica,50.21,Neutral 😐
modelelizajayne,49.96,Neutral 😐
lostintheforrest,49.95,Neutral 😐
maeverz,0.0,Neutral 😐
nikisarts,50.13,Neutral 😐
jenscotney,50.81,Neutral 😐
mleemontgomery,46.88,Neutral 😐
littleyellowcouch,49.75,Neutral 😐
noaismay,50.03,Neutral 😐
micael,48.86,Neutral 😐
mariavascsak,0.0,Neutral 😐
moneymotivated_mick3y,0.0,Neutral 😐
mr1loveto,50.57,Neutral 😐
nickidonnelly,49.11,Neutral 😐
mong7486,0.0,Neutral 😐
lisaalamode,49.67,Neutral 😐
nathb,49.73,Neutral 😐
monicaballbe,49.71,Neutral 😐
enilec.blog,50.05,Neutral 😐
malfattiinteriors,51.55,Neutral 😐
littlecooperbear,50.94,Neutral 😐
nursenfit,52.22,Neutral 😐
nemahsis,50.27,Neutral 😐
madileger,50.0,Neutral 😐
londonfoodbabes,49.83,Neutral 😐
mrsd2083,48.82,Neutral 😐
luxurycolumnist,50.24,Neutral 😐
lvrd_grant,50.22,Neutral 😐
maallymall,50.1,Neutral 😐
nicolevada,48.37,Neutral 😐
ohduckydarling,49.89,Neutral 😐
michellesfairytale_,50.43,Neutral 😐
mig_hell,50.13,Neutral 😐
maileakln,51.39,Neutral 😐
lizachloe,50.5,Neutral 😐
nala_rinaldo,49.7,Neutral 😐
mariina.ram,49.95,Neutral 😐
kelseyoanderson,50.9,Neutral 😐
madeofstil,57.14,Neutral 😐
missjulievu,50.11,Neutral 😐
metalmeggers,51.28,Neutral 😐
mackidannapolis,58.33,Neutral 😐
molly_yancy,49.9,Neutral 😐
nateboyer37,49.58,Neutral 😐
niya1niya,49.22,Neutral 😐
michelleackers,50.14,Neutral 😐
newmumonline,50.64,Neutral 😐
intotopr,47.12,Neutral 😐
nicoesp72,51.33,Neutral 😐
jaybird.digital.arts,0.0,Neutral 😐
luna_and_mamafran,50.68,Neutral 😐
lsco_88,50.0,Neutral 😐
honestcooking,49.37,Neutral 😐
nafthalyramona,50.26,Neutral 😐
littlefashbird,49.76,Neutral 😐
mollymalhotras,49.8,Neutral 😐
nickykooymans,48.65,Neutral 😐
interior_styling_18,49.73,Neutral 😐
neceemsdenise,50.0,Neutral 😐
miyukicrochet,0.0,Neutral 😐
naddl_johnson,50.3,Neutral 😐
manonquadratus_off,50.3,Neutral 😐
mentenomade,48.71,Neutral 😐
mim_shaikh,47.41,Neutral 😐
noellereneexo,50.13,Neutral 😐
mehdi.elrify,50.25,Neutral 😐
natashahastings,49.8,Neutral 😐
mariii.91,49.57,Neutral 😐
nia_mayflow,50.16,Neutral 😐
myhotsouthernmess,46.77,Neutral 😐
ohhappyday,50.0,Neutral 😐
ourlittleredbrickhome,49.2,Neutral 😐
marzawilks,50.15,Neutral 😐
lindseyeatsla,49.88,Neutral 😐
onlyquintachante,43.33,Neutral 😐
marcanthonycox,50.0,Neutral 😐
melkarvonen,49.87,Neutral 😐
luukvanderrijt,50.24,Neutral 😐
lola_von_esche,49.7,Neutral 😐
myberrymaple,49.78,Neutral 😐
lizzyzina,49.62,Neutral 😐
mary.eperez,50.0,Neutral 😐
lovindubai,50.54,Neutral 😐
keepingupwithaindrila,0.0,Neutral 😐
melina.winkler,50.0,Neutral 😐
mireillebarrak,49.34,Neutral 😐
mrs.paulina.wise,50.34,Neutral 😐
ninacanteven,49.79,Neutral 😐
mamkadaja,53.81,Neutral 😐
kezziaah,50.04,Neutral 😐
matthewfairlee,47.37,Neutral 😐
divascancook,50.0,Neutral 😐
michellelopezri,50.42,Neutral 😐
official_prince_justin,50.59,Neutral 😐
mbkimchi,50.9,Neutral 😐
nehavarmaa,49.46,Neutral 😐
minjinakuhinjica,50.0,Neutral 😐
lovemamadews,49.44,Neutral 😐
projetodebyfitness,45.0,Neutral 😐
me_salon,50.96,Neutral 😐
o.snelly,0.0,Neutral 😐
mattsslimming_world,50.24,Neutral 😐
limeandspoon,52.56,Neutral 😐
myfriendelias,50.24,Neutral 😐
nii_oo_nii,0.0,Neutral 😐
organicrunnermom,50.26,Neutral 😐
nepenthez,51.35,Neutral 😐
m__s_zzz___,49.47,Neutral 😐
lllflores,48.61,Neutral 😐
ninaotalks,50.08,Neutral 😐
oliverdagolden,47.3,Neutral 😐
naturalme4c,50.43,Neutral 😐
neuroticmommy,49.83,Neutral 😐
alongdustyroads,50.2,Neutral 😐
mscourtneyquinn,49.66,Neutral 😐
lisab.anno,48.51,Neutral 😐
morgaineh,49.97,Neutral 😐
magistikal,49.64,Neutral 😐
indicaaeportal,0.0,Neutral 😐
millie_and_chloe,50.7,Neutral 😐
momoftwochunks,50.83,Neutral 😐
olivebarrett,50.92,Neutral 😐
kamilakrzeska,48.0,Neutral 😐
meowiie,49.46,Neutral 😐
minihuman_resources,50.0,Neutral 😐
mackiespeaks,50.0,Neutral 😐
ocfitmommy,49.43,Neutral 😐
nataliewall,51.35,Neutral 😐
mskristine,49.75,Neutral 😐
michelaquattrociocche,49.5,Neutral 😐
jazminbardach,49.48,Neutral 😐
hilarykennedy,49.62,Neutral 😐
mslindsays,50.09,Neutral 😐
mums.view,49.61,Neutral 😐
nafeesglam,51.91,Neutral 😐
nicdimarco,50.57,Neutral 😐
nphxmoms,51.06,Neutral 😐
megsays_,49.55,Neutral 😐
nofilter_newyork,49.51,Neutral 😐
mvb,49.86,Neutral 😐
lolo_webb,49.79,Neutral 😐
mattshawcreative,49.61,Neutral 😐
lminthekitchen,49.0,Neutral 😐
nikigermanshepherd,51.14,Neutral 😐
nehag_20,49.14,Neutral 😐
n0bigdeal,50.0,Neutral 😐
martinesimensen,50.68,Neutral 😐
naturallyfarout,49.82,Neutral 😐
mantripping,50.1,Neutral 😐
melissavesel,46.88,Neutral 😐
lyzyadler,49.72,Neutral 😐
momtalk.nl,50.0,Neutral 😐
katmagicwoman,48.72,Neutral 😐
honkainkeskella,50.73,Neutral 😐
livingwiththeblacks,52.38,Neutral 😐
mhayguerrero,49.79,Neutral 😐
lorenz0nannini,50.0,Neutral 😐
nicolamstokes,50.0,Neutral 😐
mappingwellness,50.91,Neutral 😐
maddiee_joy,50.74,Neutral 😐
mike.pantv,50.29,Neutral 😐
melinatindel,49.86,Neutral 😐
heykayelle,50.54,Neutral 😐
missannastomosis,50.27,Neutral 😐
nourka92,50.94,Neutral 😐
nicolettacarneiro,52.46,Neutral 😐
muranaka23,50.0,Neutral 😐
lydiadinga,49.8,Neutral 😐
marley.ir,50.0,Neutral 😐
monifajansen,49.95,Neutral 😐
mimibrynn,50.0,Neutral 😐
lotti_and_me,49.37,Neutral 😐
lisa_opie,50.36,Neutral 😐
beu_seul2,50.79,Neutral 😐
niacastle,52.86,Neutral 😐
ohsnapianduncan,50.0,Neutral 😐
mermaidsdonthavethighgaps,50.2,Neutral 😐
miso_heppy,49.45,Neutral 😐
oliverjameswebb,50.21,Neutral 😐
seanprice__,47.66,Neutral 😐
makeupbygeriliz,49.28,Neutral 😐
nicolina.co,48.74,Neutral 😐
jennloydlifestyle,50.17,Neutral 😐
loftontour,48.04,Neutral 😐
munalamis,50.06,Neutral 😐
joeyessex,50.35,Neutral 😐
_lineup,48.61,Neutral 😐
nasrat_mma,50.79,Neutral 😐
maurice_munteanu,50.38,Neutral 😐
officialmanou,50.16,Neutral 😐
medinebeauty,50.12,Neutral 😐
mackidfremont,60.0,Neutral 😐
maura.dawn,50.0,Neutral 😐
msangelmonroe,57.14,Neutral 😐
marjjjmc,47.5,Neutral 😐
lisaa_pr,49.78,Neutral 😐
mau.cuevas.armandhugon,50.23,Neutral 😐
monika_bick,49.9,Neutral 😐
natashavella13,49.62,Neutral 😐
herzueberkopf,51.67,Neutral 😐
navaill,49.92,Neutral 😐
northcarolina_yogagirl,49.64,Neutral 😐
maddy.corbin,49.64,Neutral 😐
oakandoats,50.89,Neutral 😐
melissa_kalloo,50.0,Neutral 😐
mintandrosemary,49.79,Neutral 😐
lizzelc,49.6,Neutral 😐
natizavdl,49.6,Neutral 😐
littlepinkheart09,50.71,Neutral 😐
jade.else,49.9,Neutral 😐
lilyybult,50.2,Neutral 😐
icamillenicole,49.62,Neutral 😐
mia_boardman,49.79,Neutral 😐
livinlikelindsey,49.78,Neutral 😐
lynnestagram2.0,50.0,Neutral 😐
mcrfoodie,50.0,Neutral 😐
louiseredknapp,49.89,Neutral 😐
matantabib,50.15,Neutral 😐
nataliarunez,49.69,Neutral 😐
maryanne_tj,49.1,Neutral 😐
mypetitpleasures,49.9,Neutral 😐
miss.weaver,49.95,Neutral 😐
meetamoment,49.83,Neutral 😐
mike_stud,50.98,Neutral 😐
natalierose_xx,49.81,Neutral 😐
mony_lyra,52.0,Neutral 😐
ourkidthings,57.5,Neutral 😐
livpurvis,49.68,Neutral 😐
missyonmadison,49.94,Neutral 😐
hericathompson,50.0,Neutral 😐
hlebilale,42.86,Neutral 😐
livjudd,50.27,Neutral 😐
nuria_itmum,49.12,Neutral 😐
isuspectnargles,50.09,Neutral 😐
mynameissnickerdoodle,50.15,Neutral 😐
msjeanettejenkins,49.86,Neutral 😐
maplestapleeats,50.0,Neutral 😐
oliviapateas,49.83,Neutral 😐
newyorkeventcompany,48.16,Neutral 😐
mellotune,48.26,Neutral 😐
ifyougiveablondeakitchen,50.15,Neutral 😐
noorboufrach,49.87,Neutral 😐
lux_mommy,49.74,Neutral 😐
autruche_blog,50.2,Neutral 😐
mattia_joyce,50.61,Neutral 😐
nomanoire,49.23,Neutral 😐
indadailylife,50.16,Neutral 😐
_maryglow,49.67,Neutral 😐
iamlilimar,50.34,Neutral 😐
makeupebony,50.63,Neutral 😐
miriam_baker_,0.0,Neutral 😐
lucassenaby,50.95,Neutral 😐
mercedesterrell,49.82,Neutral 😐
officialbiancaryan,50.55,Neutral 😐
melanieribbe,50.58,Neutral 😐
meubeltrack,50.0,Neutral 😐
makemeadoc,49.4,Neutral 😐
kaicordrey,51.66,Neutral 😐
misselliedood,50.74,Neutral 😐
inthekitchenwithelisa,50.65,Neutral 😐
_jcl,50.0,Neutral 😐
meres.testeuses,48.68,Neutral 😐
makeupsecret_isa,0.0,Neutral 😐
katiepostl,50.0,Neutral 😐
onebluehat,48.87,Neutral 😐
masudakbarzadeh,50.0,Neutral 😐
natlovesthat,49.91,Neutral 😐
mariesmartens,50.0,Neutral 😐
marthahuntlove,52.5,Neutral 😐
mandaaub,51.44,Neutral 😐
navigatingwanderland,50.78,Neutral 😐
_michellecrawford,50.93,Neutral 😐
hiphoplives101,49.54,Neutral 😐
notreb_,49.29,Neutral 😐
mamasgeeky,50.52,Neutral 😐
makeup_randy,50.6,Neutral 😐
nat.cebrian,49.19,Neutral 😐
melissaangert,50.0,Neutral 😐
masonstrehl,50.38,Neutral 😐
luludumas,50.07,Neutral 😐
mayazbites,50.61,Neutral 😐
