username,sentiment_score,dominant_sentiment
averagesocialite,49.5,Neutral 😐
belfastsbelle,49.18,Neutral 😐
aglamorouslifestyle,50.0,Neutral 😐
allyskitchen,52.78,Neutral 😐
celine_audetourdunchemin,49.73,Neutral 😐
angelialayton,49.72,Neutral 😐
blogmylifekns,50.0,Neutral 😐
caroinstyle,50.53,Neutral 😐
thechicvibe,50.38,Neutral 😐
cecilie_hartmann,50.22,Neutral 😐
brooklynlimestone,51.56,Neutral 😐
amyromanoofficial12,50.0,Neutral 😐
aimeekriskros,50.14,Neutral 😐
anapatriciatv,48.96,Neutral 😐
anaclaraac,49.99,Neutral 😐
annacichocka_official,50.0,Neutral 😐
allyleeholcomb,49.12,Neutral 😐
alwayscreatingblog,50.38,Neutral 😐
antitoperata,51.33,Neutral 😐
antiwheatgirl,50.72,Neutral 😐
alyssa_kimber,50.0,Neutral 😐
ca_tnt,49.91,Neutral 😐
blogleticiavale,50.13,Neutral 😐
ashleyncote,49.16,Neutral 😐
caramonte,50.0,Neutral 😐
beccamonet,50.0,Neutral 😐
borinord,51.06,Neutral 😐
carobouvette,50.09,Neutral 😐
barbikav,46.88,Neutral 😐
bjukitchen,45.0,Neutral 😐
astridstoeppelart,50.0,Neutral 😐
bestietalks,48.72,Neutral 😐
cajsawessberg,50.63,Neutral 😐
blanca_suarez,50.38,Neutral 😐
christa.williams,47.06,Neutral 😐
booksandwine,48.96,Neutral 😐
actormaddy,50.84,Neutral 😐
asap.yogi,50.18,Neutral 😐
aimeerancer,49.85,Neutral 😐
adventureofaunicorn,51.36,Neutral 😐
bloggybabe,50.0,Neutral 😐
chiaraparisi_,50.66,Neutral 😐
alongcamejay,50.9,Neutral 😐
afropolitanmom,48.79,Neutral 😐
ahoyerik,49.63,Neutral 😐
amandaengstrand,49.7,Neutral 😐
audreyrotermund,51.32,Neutral 😐
bllaklabel,48.94,Neutral 😐
beansiie,49.57,Neutral 😐
cameronjhenderson,51.38,Neutral 😐
_ambergordon_,50.1,Neutral 😐
blueyofficial,50.23,Neutral 😐
astoldbymeredith,50.07,Neutral 😐
alexandrabeuter,49.69,Neutral 😐
chantellekamit,51.93,Neutral 😐
aysetosunozalp,0.0,Neutral 😐
aforeverlylove,49.53,Neutral 😐
alysssadennis,0.0,Neutral 😐
carlamcressy,50.0,Neutral 😐
addahus,47.46,Neutral 😐
thelustlistt,49.85,Neutral 😐
brieemuccie,51.81,Neutral 😐
andreys_varela,49.29,Neutral 😐
juanhustle,50.0,Neutral 😐
brenherrera,48.92,Neutral 😐
becky_biteofdelight,49.69,Neutral 😐
anniitron,50.48,Neutral 😐
asenaneuhoff,50.83,Neutral 😐
1crazyhousetips,52.74,Neutral 😐
andreawr,48.99,Neutral 😐
blackfoodbloggers,51.16,Neutral 😐
adelaguerra,50.32,Neutral 😐
catthe1st,50.12,Neutral 😐
moderndayshivalry,50.0,Neutral 😐
beckyditullio,62.5,Positive 😄
brianamthomas,49.72,Neutral 😐
anacpadilha,51.79,Neutral 😐
annyeongsharla,49.18,Neutral 😐
candaceparker,50.85,Neutral 😐
kelly_9_7,49.89,Neutral 😐
besttravel.gg,51.19,Neutral 😐
americasgotnotalent,46.67,Neutral 😐
calorie.fixes,49.75,Neutral 😐
amourstreetstyle,48.23,Neutral 😐
0hkris,49.67,Neutral 😐
bourbontheambully,50.25,Neutral 😐
_alexisevans,50.0,Neutral 😐
booksbeyondbrunei,0.0,Neutral 😐
cataturapp,0.0,Neutral 😐
brookee_anne_,47.83,Neutral 😐
951wape,49.19,Neutral 😐
chemknits,50.0,Neutral 😐
beatyafaceduo,49.84,Neutral 😐
abbeybellacavalier,49.79,Neutral 😐
amandasmitthh,50.3,Neutral 😐
arelivanessa,49.13,Neutral 😐
boholliday,51.61,Neutral 😐
chef.fabrizio,0.0,Neutral 😐
aspassoconbea,47.62,Neutral 😐
95sxhitmusicnow,50.0,Neutral 😐
camillecharriere,50.12,Neutral 😐
amberulmer,50.77,Neutral 😐
anakhemia,53.85,Neutral 😐
andreabysimone,49.9,Neutral 😐
angelgibbs99,50.29,Neutral 😐
appledsign,50.23,Neutral 😐
amandalacount,50.53,Neutral 😐
bisbey.cat,49.45,Neutral 😐
chloesogr8,49.85,Neutral 😐
abbierosexo,50.15,Neutral 😐
chicburnie,50.0,Neutral 😐
antmiddleton,49.54,Neutral 😐
billionlooks_la,50.2,Neutral 😐
brazilianspotters,0.0,Neutral 😐
beauty_yous,50.17,Neutral 😐
alinascheuringer,49.18,Neutral 😐
belowthefork,51.2,Neutral 😐
badgal_peaches,48.9,Neutral 😐
behindthereddoor,0.0,Neutral 😐
cangiesleben,49.41,Neutral 😐
amoureusement_toi,50.21,Neutral 😐
alittlebitofgloss,49.93,Neutral 😐
alessamusso,48.85,Neutral 😐
561finestt,50.0,Neutral 😐
bornnbread,50.19,Neutral 😐
chantrikeele,51.33,Neutral 😐
bbooks,49.64,Neutral 😐
alittlejandk,49.39,Neutral 😐
brunomartins71,50.35,Neutral 😐
aj98465,49.32,Neutral 😐
amongdae,48.98,Neutral 😐
anckor,50.09,Neutral 😐
alessiotommasini,49.88,Neutral 😐
brunoadvertiz,49.57,Neutral 😐
biggb1906,50.0,Neutral 😐
alessandro_garza,62.5,Positive 😄
carissabmitch,49.92,Neutral 😐
aleboggiano,50.21,Neutral 😐
chloesgallery,51.66,Neutral 😐
bernulia,49.97,Neutral 😐
eldiariodelidylau,50.77,Neutral 😐
abudanladi9,50.0,Neutral 😐
blackprints,49.38,Neutral 😐
abbie.renea,48.47,Neutral 😐
brockdehaven,50.0,Neutral 😐
astoldbymichelle,50.29,Neutral 😐
amnichols,51.25,Neutral 😐
angiemiic,49.74,Neutral 😐
catncarbs,48.28,Neutral 😐
billie_grace,50.1,Neutral 😐
allie_gooch,50.62,Neutral 😐
_blkbarbie777,52.94,Neutral 😐
anniesforgetmeknots,51.05,Neutral 😐
docsamatao,49.33,Neutral 😐
diapersdaydreams,0.0,Neutral 😐
girlforacleanworld,48.74,Neutral 😐
claudiodangeloreal,49.95,Neutral 😐
fede.casagrande,50.52,Neutral 😐
health_withcharlottelaurie,50.24,Neutral 😐
federicaluce_,48.57,Neutral 😐
elizabethsslade,50.57,Neutral 😐
haidayusof,50.0,Neutral 😐
gootecks,50.42,Neutral 😐
evie_annie,49.98,Neutral 😐
grossertim,49.42,Neutral 😐
fatima_domingush,50.87,Neutral 😐
claraengla,51.79,Neutral 😐
domesticblonde,49.98,Neutral 😐
goodguy_gee,51.07,Neutral 😐
daelostylo,49.65,Neutral 😐
eleonorasargenti,49.52,Neutral 😐
fatimasmithofficial,47.22,Neutral 😐
fotomoije,45.0,Neutral 😐
designsbykaran,49.74,Neutral 😐
federicapaper01,45.62,Neutral 😐
dazvarlamova,50.13,Neutral 😐
danimorlop,51.97,Neutral 😐
evaaah,50.0,Neutral 😐
glitterglucose,50.37,Neutral 😐
goldenretriever.us,50.0,Neutral 😐
female_product_promoter,50.0,Neutral 😐
gutierrezfamilysa,49.49,Neutral 😐
elviracioffi,50.35,Neutral 😐
gmg423,0.0,Neutral 😐
foodifancy,51.48,Neutral 😐
cryskay,49.29,Neutral 😐
blondiebrownie.sis,49.87,Neutral 😐
haydentoddwilberger,51.77,Neutral 😐
donafumarola,49.21,Neutral 😐
creativeecho,49.7,Neutral 😐
daniwyeth,49.18,Neutral 😐
editor_access,49.6,Neutral 😐
glamadrian,50.0,Neutral 😐
happilykatrina,52.27,Neutral 😐
danam_70,50.0,Neutral 😐
dorindamedley,49.9,Neutral 😐
crazyaboutspots,49.24,Neutral 😐
delphinedewilde,50.0,Neutral 😐
cieca.takahashi,50.0,Neutral 😐
confit_banane_,50.23,Neutral 😐
chasing.the.ts,50.1,Neutral 😐
gaelle_style,50.3,Neutral 😐
dagi_shop,50.46,Neutral 😐
collinstuohysmith,50.1,Neutral 😐
coastalbride,48.91,Neutral 😐
carolinareal,50.25,Neutral 😐
cocoandbe,50.64,Neutral 😐
drjashley_,50.0,Neutral 😐
giulio.bazzani,50.54,Neutral 😐
corinneevans,50.28,Neutral 😐
faded_spring,49.94,Neutral 😐
denise481098,45.71,Neutral 😐
damnthosesteaktacos,50.15,Neutral 😐
dennmitch,49.87,Neutral 😐
dielenka,49.37,Neutral 😐
clairerusselll,0.0,Neutral 😐
fiona_dawson,51.27,Neutral 😐
curvin_goddess,51.22,Neutral 😐
davvmariee,51.89,Neutral 😐
chasefiedler,49.81,Neutral 😐
cleanandscentsible,52.63,Neutral 😐
flamboyant_touches,50.37,Neutral 😐
fraeulein_svenja,50.56,Neutral 😐
eatyourselfgreen,51.09,Neutral 😐
dirkhammar,51.02,Neutral 😐
healthfullysam,50.01,Neutral 😐
debossgarage,50.52,Neutral 😐
crisazambuja_,49.91,Neutral 😐
derbylanedreams,51.59,Neutral 😐
deedeeparis,50.42,Neutral 😐
foxymoonchild,50.0,Neutral 😐
girlsgotsole,54.17,Neutral 😐
griminator,50.43,Neutral 😐
colorfulcurves,50.19,Neutral 😐
ellyviolet,50.25,Neutral 😐
hayley.henderson,48.5,Neutral 😐
delinger_wellness,48.72,Neutral 😐
district_dining,51.7,Neutral 😐
codedressed,50.05,Neutral 😐
david.giambalvo,48.61,Neutral 😐
drayamichele,49.91,Neutral 😐
detralashon,49.58,Neutral 😐
get_home_safe,50.0,Neutral 😐
cirocboytonez,50.0,Neutral 😐
ihustleforher,50.77,Neutral 😐
declercqpassementiers,43.75,Neutral 😐
ceeceeluvbug,50.0,Neutral 😐
elynn927,49.67,Neutral 😐
coppergarden,50.17,Neutral 😐
emeraldandonyx,50.3,Neutral 😐
dailyduo13,50.0,Neutral 😐
djoneman,49.19,Neutral 😐
everydayallergenfree,49.97,Neutral 😐
gregfinleyofficial,49.34,Neutral 😐
fashionablyprivileged,50.57,Neutral 😐
enrico_elia,48.21,Neutral 😐
feminibox,0.0,Negative 😔
emilygeere,50.89,Neutral 😐
femalecult,50.32,Neutral 😐
fit_pham,51.25,Neutral 😐
danielatarulli_,49.11,Neutral 😐
carolbyrne30,48.96,Neutral 😐
_callmesparkle,49.94,Neutral 😐
erinoconnor,50.37,Neutral 😐
d.wojtas,49.66,Neutral 😐
dadwithapan,49.86,Neutral 😐
emmymade,50.53,Neutral 😐
cyocosmetics,51.08,Neutral 😐
graacecaro,48.97,Neutral 😐
chloezadori,50.15,Neutral 😐
eileenodonnell_,49.4,Neutral 😐
gabbychampagne,0.0,Neutral 😐
gabrielagabrielaa,52.94,Neutral 😐
ellenmint_,50.28,Neutral 😐
elisaguarraci,48.65,Neutral 😐
gabrielmagazine,49.61,Neutral 😐
goodbadandfab,49.85,Neutral 😐
happydartist,51.09,Neutral 😐
forevermarilyn_monroe,50.0,Neutral 😐
getspiralizing,54.17,Neutral 😐
c.k.travels,49.22,Neutral 😐
framboiselfv,50.93,Neutral 😐
dallasthestylist,49.74,Neutral 😐
dymeinc,50.29,Neutral 😐
drawtrip,46.05,Neutral 😐
felinefenecia,50.0,Neutral 😐
emilyeyoung,50.0,Neutral 😐
easy_peasy_creative_ideas,37.5,Neutral 😐
darinacoffey,52.27,Neutral 😐
gabriellamadeleine,51.44,Neutral 😐
fitmommynl,51.39,Neutral 😐
eleocordella,50.0,Neutral 😐
happyriechan,48.82,Neutral 😐
dreamworkstv,51.95,Neutral 😐
danwilder86,47.27,Neutral 😐
damarisdiaztv,50.91,Neutral 😐
fitbyjoc,50.38,Neutral 😐
hannasavannah_,49.92,Neutral 😐
domicile37,50.34,Neutral 😐
denisaluntraru,49.19,Neutral 😐
christianssonparis,50.17,Neutral 😐
grymolvaerhivju,49.55,Neutral 😐
cpwears,50.3,Neutral 😐
delana_crook,50.0,Neutral 😐
claudiabartelle,49.72,Neutral 😐
five.kids.n.two.years,51.16,Neutral 😐
oh_lovely_blog,49.44,Neutral 😐
hashtagutd,48.57,Neutral 😐
clarecrawley,49.9,Neutral 😐
christiancowan,50.22,Neutral 😐
furrownl,52.34,Neutral 😐
dreamelie.p,48.53,Neutral 😐
cocosteaparty,50.25,Neutral 😐
fashiontimes.it,51.83,Neutral 😐
dahlicious_recipes,50.0,Neutral 😐
erikacaroliina,50.0,Neutral 😐
fayyeezy,51.12,Neutral 😐
deebeautyforever,49.74,Neutral 😐
ellycatt,49.8,Neutral 😐
extremeperformance1,50.0,Neutral 😐
fitspo4youu,50.45,Neutral 😐
enrilemoine,50.36,Neutral 😐
fountainof30,50.2,Neutral 😐
devinphysique,49.94,Neutral 😐
gianluca_busani,51.28,Neutral 😐
_corujas,50.0,Neutral 😐
closetvomitfashion,50.98,Neutral 😐
erica_hjerpe,49.07,Neutral 😐
cierraporter,51.04,Neutral 😐
gigigorgeous,50.97,Neutral 😐
emyaurie,49.88,Neutral 😐
femminilitaebenessere,49.92,Neutral 😐
davidsmanor,50.44,Neutral 😐
gingerrlu,49.07,Neutral 😐
fredbaierjr,48.75,Neutral 😐
dannytrz,50.18,Neutral 😐
dashina_store,41.67,Neutral 😐
ernandaputra,50.93,Neutral 😐
coffeewithrosa,50.18,Neutral 😐
crsmile,50.0,Neutral 😐
hayleynoellexo,49.92,Neutral 😐
happyfitmama,51.71,Neutral 😐
colorandgrace,49.75,Neutral 😐
ghali,50.64,Neutral 😐
daman_magazine,50.0,Neutral 😐
fashionforroyals,50.02,Neutral 😐
documented.happiness,0.0,Neutral 😐
djhustle2407,49.12,Neutral 😐
gmoneypromo,0.0,Neutral 😐
crazyvegankitchen,50.9,Neutral 😐
emilykylenutrition,50.09,Neutral 😐
currentlyinmymouth,49.14,Neutral 😐
coralieseright,51.39,Neutral 😐
fabuluke_,50.0,Neutral 😐
hassantahir_,48.56,Neutral 😐
corporateminority,0.0,Neutral 😐
gwineth,52.58,Neutral 😐
francescafitnessfreak,49.66,Neutral 😐
digitalmodernfamily,49.78,Neutral 😐
cohleycreators,51.49,Neutral 😐
ewalkk,49.8,Neutral 😐
disarmonico,49.86,Neutral 😐
everwillalove,49.57,Neutral 😐
e__k.closet,50.0,Neutral 😐
gentslounge,50.15,Neutral 😐
designbyaikonik,50.11,Neutral 😐
desaesthetic,50.0,Neutral 😐
claudiagraziano,49.9,Neutral 😐
giovannaquercia,49.49,Neutral 😐
dadoftwo_rolandhall,48.37,Neutral 😐
chewbaccasbarbie,49.21,Neutral 😐
girlymoon__,50.23,Neutral 😐
ckck_banban,50.1,Neutral 😐
fitluvinmom,49.22,Neutral 😐
cleomassey,50.05,Neutral 😐
deb_leggendoromance,52.0,Neutral 😐
hachemgaddouch,48.56,Neutral 😐
dennydaily,49.01,Neutral 😐
dittikovacs,52.94,Neutral 😐
dillon_ivory,49.66,Neutral 😐
court_stanford,49.03,Neutral 😐
enjoyeverybiteofit,50.0,Neutral 😐
deesignplay,49.94,Neutral 😐
fadoirishpub,50.0,Neutral 😐
cortneyhare,50.0,Neutral 😐
glam.sophie,49.4,Neutral 😐
eduardapantolfi,50.6,Neutral 😐
chandlernwilson,49.79,Neutral 😐
dadaherzogalattas,50.0,Neutral 😐
happilyahousewife,49.83,Neutral 😐
daniel_weissenhorn,50.97,Neutral 😐
dishofdailylife,49.5,Neutral 😐
fleeting_interest,50.08,Neutral 😐
dakotafanning,49.89,Neutral 😐
elenashatri,47.62,Neutral 😐
fitnhealthy_,50.38,Neutral 😐
fieldguided,50.6,Neutral 😐
catandjames,50.34,Neutral 😐
denise_cotte,49.21,Neutral 😐
fromtheothersideofmirror,49.56,Neutral 😐
flyawhey,50.95,Neutral 😐
flolavita,52.94,Neutral 😐
franthring,51.85,Neutral 😐
desertsongbird,50.38,Neutral 😐
everydaychiffon,50.05,Neutral 😐
edusaz,49.44,Neutral 😐
gabrielegz,49.76,Neutral 😐
darlingigotusapony,47.1,Neutral 😐
haaaaneey_,49.46,Neutral 😐
delimbo,50.0,Neutral 😐
hannahrosemasi,49.73,Neutral 😐
conniereggiani,50.0,Neutral 😐
hagakure80,50.11,Neutral 😐
diarymamacom,50.0,Neutral 😐
haanahc,47.22,Neutral 😐
chi_style,50.53,Neutral 😐
coreylabarrie,50.44,Neutral 😐
dear.kindred,49.74,Neutral 😐
falconbeauty,50.0,Neutral 😐
elylaninny,49.84,Neutral 😐
glennhenriksen,50.23,Neutral 😐
federicafontana,50.29,Neutral 😐
golden_aimeee,50.02,Neutral 😐
federica.ferramosca,49.85,Neutral 😐
giuseppe.zito,49.91,Neutral 😐
fernandovsa,50.14,Neutral 😐
delta_summit,54.17,Neutral 😐
drinking_beer_lovely,0.0,Neutral 😐
davidsbeenhere,49.88,Neutral 😐
fitashionn,50.11,Neutral 😐
dkdkdkfaod,50.88,Neutral 😐
crazyforcrust,50.0,Neutral 😐
davidisherenow,50.47,Neutral 😐
giodyborgia,49.98,Neutral 😐
domestikateblog,48.92,Neutral 😐
fashions.viral,48.39,Neutral 😐
emilynwilkinson,50.2,Neutral 😐
chrtt,47.88,Neutral 😐
fuckyourluck,50.81,Neutral 😐
clarialonso,50.42,Neutral 😐
gigii.ip,50.0,Neutral 😐
happyandhudson,41.67,Neutral 😐
byangelaprice,50.3,Neutral 😐
carolinatarte,49.53,Neutral 😐
gabyeclara,49.59,Neutral 😐
evesceau,50.0,Neutral 😐
fajasmini,49.5,Neutral 😐
gothamista,49.12,Neutral 😐
guaponevabeenflacko,50.0,Neutral 😐
emmajaegs,49.24,Neutral 😐
hannahdtrick,49.56,Neutral 😐
euleticiamatos,50.66,Neutral 😐
ezrashipin,52.5,Neutral 😐
dawnpdarnell,49.96,Neutral 😐
charlotteluvena,50.64,Neutral 😐
deepikabutola,50.42,Neutral 😐
dicasbysandrapinatto,50.02,Neutral 😐
chillibean,50.0,Neutral 😐
dxnielanc,50.0,Neutral 😐
emmaellingsenn,49.9,Neutral 😐
endlessitinerary,48.82,Neutral 😐
hairbysammylacombe,33.33,Neutral 😐
fatimadurni,50.23,Neutral 😐
crumbykitchen,49.98,Neutral 😐
federiconigro_,50.11,Neutral 😐
cxrlywhite,49.04,Neutral 😐
gradywulff,50.34,Neutral 😐
diythrill,50.0,Neutral 😐
bucketlistjourney,49.73,Neutral 😐
dalydoll101,49.74,Neutral 😐
dandy.eats,49.48,Neutral 😐
fredericfekkai,62.5,Positive 😄
foodiequine,50.08,Neutral 😐
drowster,48.86,Neutral 😐
doggiedogmadness,47.92,Neutral 😐
foodcoma_eats,50.04,Neutral 😐
dabito,50.17,Neutral 😐
erikanicolelong,50.0,Neutral 😐
fionarhatigan,50.54,Neutral 😐
dinzsisters,50.15,Neutral 😐
boyshayler,49.19,Neutral 😐
fabmusediana,49.32,Neutral 😐
dathias,50.08,Neutral 😐
colonelthefrenchie,50.0,Neutral 😐
francescatocca,48.97,Neutral 😐
erikaljames,49.74,Neutral 😐
divabeautyae,49.92,Neutral 😐
cupofcouple,49.95,Neutral 😐
elenaclaramaria,48.28,Neutral 😐
__eduardoescobar__,0.0,Neutral 😐
dazwischentage,49.21,Neutral 😐
georginamball,50.0,Neutral 😐
father_of_djordje,50.37,Neutral 😐
dadandburied,51.62,Neutral 😐
petaly_k,49.72,Neutral 😐
harr_un,0.0,Neutral 😐
harlanthecorgi,50.67,Neutral 😐
comportadissimas,50.85,Neutral 😐
denisesharek,50.33,Neutral 😐
eatingwithcatherine,49.94,Neutral 😐
deanna02152,48.06,Neutral 😐
gabrielladmiller,49.78,Neutral 😐
foodieprashant,0.0,Neutral 😐
dantesdivinewoof,50.17,Neutral 😐
danigodoyofficial,50.81,Neutral 😐
davidcoephoto,50.49,Neutral 😐
harukakuriyama,47.46,Neutral 😐
curlydesiire,50.91,Neutral 😐
fearsam,49.21,Neutral 😐
franks.adventure,51.01,Neutral 😐
blogversity,54.05,Neutral 😐
erinmetzel,48.15,Neutral 😐
pamelasalzman,49.25,Neutral 😐
daomeybranduk,50.84,Neutral 😐
ivanthomasmedia,50.0,Neutral 😐
eattravelrock,50.42,Neutral 😐
dishakhanted,46.88,Neutral 😐
gilbertasante,46.74,Neutral 😐
corinnesilver,49.19,Neutral 😐
darlinggreenthings,48.67,Neutral 😐
fitqueenirene,50.0,Neutral 😐
coleguinhas_de_ssa,52.08,Neutral 😐
cla_mancusi,50.23,Neutral 😐
collegedazemedia,48.0,Neutral 😐
francescaroccoofficial,49.33,Neutral 😐
conspiracytheories.ig,49.37,Neutral 😐
cherry_timato,49.84,Neutral 😐
chuekarim,51.98,Neutral 😐
bodneyboo,49.65,Neutral 😐
easyeditpro,40.0,Neutral 😐
clohutch_,49.81,Neutral 😐
declanchan,49.51,Neutral 😐
eightathome,49.66,Neutral 😐
fiioredimaggio,50.17,Neutral 😐
elisasaraii,49.83,Neutral 😐
ebradley_co,50.35,Neutral 😐
head2heels,47.62,Neutral 😐
eleni_nicolo,50.58,Neutral 😐
hals_x3,50.0,Neutral 😐
collectivelycandice,49.96,Neutral 😐
chynale,49.71,Neutral 😐
ga11mck,49.88,Neutral 😐
elisa_mammeconstile,48.56,Neutral 😐
girlof10000lakes,50.58,Neutral 😐
caxshe,50.74,Neutral 😐
cooper_the_frenchie,49.32,Neutral 😐
claudiaalende,50.06,Neutral 😐
hauteintexas,50.38,Neutral 😐
cosplayeri,0.0,Neutral 😐
davidlautman,53.66,Neutral 😐
gingercasa,49.86,Neutral 😐
flormorenapmw,54.35,Neutral 😐
chiaralove5,50.22,Neutral 😐
fuckupnightsto,46.43,Neutral 😐
chronicflowers,49.13,Neutral 😐
denizgoksen,49.2,Neutral 😐
evetaylorr,49.81,Neutral 😐
cu_atthegym,50.64,Neutral 😐
forloveandlattes,42.86,Neutral 😐
flowstreetyt,52.77,Neutral 😐
ethantglenn,49.12,Neutral 😐
gittemary,50.4,Neutral 😐
derrickdowneyjr,50.56,Neutral 😐
flavourfoodflow,50.26,Neutral 😐
clearlyheather,48.72,Neutral 😐
cjuddc,49.4,Neutral 😐
chriswackert,49.61,Neutral 😐
deeanaofficial,49.78,Neutral 😐
followtheraven,49.63,Neutral 😐
guthita,50.0,Neutral 😐
elzasoko,49.14,Neutral 😐
dshekcollection,50.0,Neutral 😐
fashionandfernweh,51.7,Neutral 😐
deliciousmartha,49.64,Neutral 😐
galleryofthomas,49.94,Neutral 😐
djf_sw,49.07,Neutral 😐
secreto_de_amiga,50.0,Neutral 😐
greciar,52.78,Neutral 😐
germanameli,49.91,Neutral 😐
giorgia_balestri,50.12,Neutral 😐
doralysbritto,49.62,Neutral 😐
emmaplusthree,51.06,Neutral 😐
getfatwithlabz,51.03,Neutral 😐
kristtaa_rose,0.0,Neutral 😐
federica_califano,50.0,Neutral 😐
creativebloqofficial,46.15,Neutral 😐
eldinhasic,50.0,Neutral 😐
faladantas,50.18,Neutral 😐
gailsrails,49.66,Neutral 😐
flipflopwanderers,49.92,Neutral 😐
cosasdewiros,57.69,Neutral 😐
cookandsavor,49.58,Neutral 😐
bmproductionsevents,46.77,Neutral 😐
dorringtonr,50.46,Neutral 😐
evaniwithav,50.0,Neutral 😐
dtkaustin,50.24,Neutral 😐
cutenlittle,50.08,Neutral 😐
dirty_knees_farm,50.71,Neutral 😐
emptyneststyle,50.01,Neutral 😐
burnitnutrition,47.22,Neutral 😐
comedystream_tv,0.0,Neutral 😐
djdretakingover89,0.0,Neutral 😐
dailybreakfast,49.25,Neutral 😐
facestm,50.0,Neutral 😐
ezzakinsofficial,49.66,Neutral 😐
eugenio.mazzone,50.44,Neutral 😐
hannahjanewilliams,49.86,Neutral 😐
citygirlmeetsfarmboy,50.27,Neutral 😐
ethereal.1,49.85,Neutral 😐
en.ym1021,48.79,Neutral 😐
deliciouseveryday,48.0,Neutral 😐
deniz_eda,49.3,Neutral 😐
colliveofficial,0.0,Neutral 😐
glowpinkstah,49.34,Neutral 😐
haleymgreene,51.39,Neutral 😐
dvorak__kuba,51.69,Neutral 😐
elephanteric,51.79,Neutral 😐
farmersgirlcook,50.9,Neutral 😐
dropset.gorgeous,49.2,Neutral 😐
dani_girlsofto,50.25,Neutral 😐
emileroymtl,51.12,Neutral 😐
eliasriadi,50.15,Neutral 😐
cucinaconclaudia,50.52,Neutral 😐
blushylized,50.13,Neutral 😐
hamb0y,49.58,Neutral 😐
gabunion,49.85,Neutral 😐
elvirasastre,50.0,Neutral 😐
denahuys,50.4,Neutral 😐
czechhoney,50.45,Neutral 😐
danielbovolento,51.63,Neutral 😐
eduardofierrosvc,50.58,Neutral 😐
dotticondotti,49.64,Neutral 😐
d_watso,48.64,Neutral 😐
eats_by_lex_,50.19,Neutral 😐
brittmarieyt,50.56,Neutral 😐
gmartinezmolina,0.0,Neutral 😐
gracefilledhomemaking,50.0,Neutral 😐
fedandfit,50.71,Neutral 😐
fidyabeauty,51.92,Neutral 😐
denisahobbies,49.58,Neutral 😐
chocobon_uae,0.0,Negative 😔
erikaannhammond,49.88,Neutral 😐
gunnerthe_pibble,50.0,Neutral 😐
dani_fitlifestyle,49.97,Neutral 😐
fritoontheradio,50.93,Neutral 😐
fays._,50.16,Neutral 😐
federica.scaduto,49.85,Neutral 😐
eatmaine,46.34,Neutral 😐
cleopatra_black,49.72,Neutral 😐
gahyun.e,47.83,Neutral 😐
darya_zagranichnaya,50.0,Neutral 😐
clementinem_ytb,49.33,Neutral 😐
eamadori_,50.18,Neutral 😐
eighteen25girls,50.55,Neutral 😐
desi_bly,100.0,Positive 😄
gleekiyofriends,49.41,Neutral 😐
goodfoodtoronto,50.78,Neutral 😐
evchho,60.0,Neutral 😐
guscarvajal,44.44,Neutral 😐
cynthiadollmua,49.46,Neutral 😐
cjwarbrick,47.5,Neutral 😐
djkaterina,50.0,Neutral 😐
hamiluu,50.31,Neutral 😐
furmanjulie,49.4,Neutral 😐
fanaticbeer,49.59,Neutral 😐
eleniniclifestyle,49.59,Neutral 😐
